,Clinic - Ambulatory Surgical Center January 2020,,,,,,,
42182,Repair palate,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42200,Reconstruct cleft palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42205,Reconstruct cleft palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42210,Reconstruct cleft palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42215,Reconstruct cleft palate,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42220,Reconstruct cleft palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42226,Lengthening of palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42235,Repair palate,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42260,Repair nose to lip fistula,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42300,Drainage of salivary gland,  ,                                        ,ASC,333,10/1/08,12/31/99, 
42305,Drainage of salivary gland,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42310,Drainage of salivary gland,  ,                                        ,ASC,150.72,10/1/08,12/31/99, 
42320,Drainage of salivary gland,  ,                                        ,ASC,150.72,10/1/08,12/31/99, 
42340,Removal of salivary stone,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42405,Biopsy of salivary gland,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42408,Excision of salivary cyst,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42409,Drainage of salivary cyst,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42410,Excise parotid gland/lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42415,Excise parotid gland/lesion,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42420,Excise parotid gland/lesion,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42425,Excise parotid gland/lesion,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42440,Excise submaxillary gland,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42450,Excise sublingual gland,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42500,Repair salivary duct,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42505,Repair salivary duct,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42507,Parotid duct diversion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42509,Parotid duct diversion,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42510,Parotid duct diversion,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42600,Closure of salivary fistula,  ,                                        ,ASC,333,10/1/08,12/31/99, 
42665,Ligation of salivary duct,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42700,Drainage of tonsil abscess,  ,                                        ,ASC,150.72,10/1/08,12/31/99, 
42720,Drainage of throat abscess,  ,                                        ,ASC,333,10/1/08,12/31/99, 
42725,Drainage of throat abscess,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42804,Biopsy of upper nose/throat,  ,                                        ,ASC,333,10/1/08,12/31/99, 
42806,Biopsy of upper nose/throat,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42808,Excise pharynx lesion,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42810,Excision of neck cyst,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42815,Excision of neck cyst,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42820,Remove tonsils and adenoids,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42821,Remove tonsils and adenoids,  ,                                        ,ASC,717,10/1/08,12/31/99, 
42825,Removal of tonsils,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42826,Removal of tonsils,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42830,Removal of adenoids,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42831,Removal of adenoids,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42835,Removal of adenoids,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42836,Removal of adenoids,  ,                                        ,ASC,630,10/1/08,12/31/99, 
42860,Excision of tonsil tags,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42870,Excision of lingual tonsil,  ,                                        ,ASC,510,10/1/08,12/31/99, 
42890,Partial removal of pharynx,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42892,Revision of pharyngeal walls,  ,                                        ,ASC,995,10/1/08,12/31/99, 
42900,Repair throat wound,  ,                                        ,ASC,333,10/1/08,12/31/99, 
42950,Reconstruction of throat,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42955,Surgical opening of throat,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42960,Control throat bleeding,  ,                                        ,ASC,72.48,10/1/08,12/31/99, 
42962,Control throat bleeding,  ,                                        ,ASC,446,10/1/08,12/31/99, 
42972,Control nose/throat bleeding,  ,                                        ,ASC,510,10/1/08,12/31/99, 
43200,Esophagoscopy flexible brush,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43201,Esoph scope w/submucous inj,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43202,Esophagoscopy flex biopsy,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43204,Esoph scope w/sclerosis inj,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43205,Esophagus endoscopy/ligation,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43210,Egd esophagogastrc fndoplsty,  ,                                        ,ASC,333,1/1/16,12/31/99, 
43211,Esophagoscop mucosal resect,  ,                                        ,ASC,333,1/1/14,12/31/99, 
43212,Esophagoscop stent placement,  ,                                        ,ASC,333,1/1/14,12/31/99, 
43213,Esophagoscopy retro balloon,  ,                                        ,ASC,335.41,1/1/14,12/31/99, 
43214,Esophagosc dilate balloon 30,  ,                                        ,ASC,335.41,1/1/14,12/31/99, 
43215,Esophagoscopy flex remove fb,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43216,Esophagoscopy lesion removal,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43217,Esophagoscopy snare les remv,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43220,Esophagoscopy balloon <30mm,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43226,Esoph endoscopy dilation,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43227,Esophagoscopy control bleed,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43229,Esophagoscopy lesion ablate,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43231,Esophagoscop ultrasound exam,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43232,Esophagoscopy w/us needle bx,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43233,Egd balloon dil esoph30 mm/>,  ,                                        ,ASC,335.41,1/1/14,12/31/99, 
43235,Egd diagnostic brush wash,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43236,Uppr gi scope w/submuc inj,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43237,Endoscopic us exam esoph,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43238,Egd us fine needle bx/aspir,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43239,Egd biopsy single/multiple,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43240,Egd w/transmural drain cyst,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43241,Egd tube/cath insertion,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43242,Egd us fine needle bx/aspir,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43243,Egd injection varices,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43244,Egd varices ligation,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43245,Egd dilate stricture,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43246,Egd place gastrostomy tube,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43247,Egd remove foreign body,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43248,Egd guide wire insertion,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43249,Esoph egd dilation <30 mm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43250,Egd cautery tumor polyp,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43251,Egd remove lesion snare,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43255,Egd control bleeding any,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43257,Egd w/thrml txmnt gerd,  ,                                        ,ASC,510,10/1/08,12/31/99, 
43259,Egd us exam duodenum/jejunum,  ,                                        ,ASC,510,10/1/08,12/31/99, 
43260,Ercp w/specimen collection,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43261,Endo cholangiopancreatograph,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43262,Endo cholangiopancreatograph,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43263,Ercp sphincter pressure meas,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43264,Ercp remove duct calculi,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43265,Ercp lithotripsy calculi,  ,                                        ,ASC,446,10/1/08,12/31/99, 
43266,Egd endoscopic stent place,  ,                                        ,ASC,510,1/1/14,12/31/99, 
43270,Egd lesion ablation,  ,                                        ,ASC,510,1/1/14,12/31/99, 
43274,Ercp duct stent placement,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43275,Ercp remove forgn body duct,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43276,Ercp stent exchange w/dilate,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43277,Ercp ea duct/ampulla dilate,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43278,Ercp lesion ablate w/dilate,  ,                                        ,ASC,446,1/1/14,12/31/99, 
43284,Laps esophgl sphnctr agmntj,  ,                                        ,ASC,4901.61,1/1/17,12/31/99, 
43285,Rmvl esophgl sphnctr dev,  ,                                        ,ASC,2908.04,1/1/17,12/31/99, 
43450,Dilate esophagus 1/mult pass,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43453,Dilate esophagus,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43653,Laparoscopy gastrostomy,  ,                                        ,ASC,1339,10/1/08,12/31/99, 
43761,Reposition gastrostomy tube,  ,                                        ,ASC,333,10/1/08,12/31/99, 
43762,Rplc gtube no revj trc,  ,                                        ,ASC,446,1/1/19,12/31/99, 
43763,Rplc gtube revj gstrst trc,  ,                                        ,ASC,446,1/1/19,12/31/99, 
43870,Repair stomach opening,  ,                                        ,ASC,333,10/1/08,12/31/99, 
